,raw_text,with_accent
1038,дефиса,деф+иса
1039,децибел,дециб+ел
1040,децибела,дециб+ела
1041,дециметр,децим+етр
1042,дециметра,децим+етра
1043,дешифровка,дешифр+овка
1044,дешифровки,дешифр+овки
1045,деяние,де+яние
1046,деяния,де+яния
1047,джазбанд,джаз-б+анд
1048,джазбанда,джаз-б+анда
1049,джемпер,дж+емпер
1050,джемпера,дж+емпера
1051,джентльмен,дж+ентльмен
1052,джентльмена,дж+ентльмена
1053,диагност,диагн+ост
1054,диагноста,диагн+оста
1055,диагностированный,диагност+ированный
1056,диадема,диад+ема
1057,диадемы,диад+емы
1058,диалектизм,диалект+изм
1059,диалектизма,диалект+изма
1060,диалектолог,диалект+олог
1061,диалектолога,диалект+олога
1062,диалог,диал+ог
1063,диалога,диал+ога
1064,диво,д+иво
1065,дива,д+ива
1066,диез,д+иез
1067,диеза,ди+еза
1068,дизайнер,диз+айнер
1069,дизайнера,диз+айнера
1070,дикий,д+икий
1071,дилер,д+илер
1072,дилера,д+илера
1073,диоптрия,диоптр+ия
1074,диоптрии,ди+оптрии
1075,диптих,д+иптих
1076,диптиха,д+иптиха
1077,дискант,д+искант
1078,дисканты,д+исканты
1079,дисканта,диск+анта
1080,диско,д+иско
1081,дискуссия,диск+уссия
1082,дискуссии,диск+уссии
1083,диспансер,диспанс+ер
1084,диспансера,диспанс+ера
1085,диспетчер,дисп+етчер
1086,диспетчера,дисп+етчера
1087,дисплей,диспл+ей
1088,дисплея,диспл+ея
1089,диспут,д+испут
1090,диспута,д+испута
1091,дистрибутора,дистриб+утора
1092,дитя,дит+я
1093,дитяти,дит+яти
1094,дитя,дит+я
1095,дитятко,д+итятко
1096,дитятка,д+итятка
1097,дихотомия,дихотом+ия
1098,дихотомии,дихотом+ии
1099,длани,дл+ани
1100,длинный,дл+инный
1101,доблестный,д+облестный
1102,доблестно,д+облестно
1103,доблестны,д+облестны
1104,добраться,добр+аться
1105,добрый,д+обрый
1106,добры,д+обры
1107,добыть,доб+ыть
1108,довлеть,довл+еть
1109,довлеющий,довл+еющий
1110,довлевший,довл+евший
1111,довод,д+овод
1112,довода,д+овода
1113,догма,д+огма
1114,догмы,д+огмы
1115,догмат,д+огмат
1116,догмата,д+огмата
1117,догматик,догм+атик
1118,догматика,догм+атика
1119,догматичный,догмат+ичный
1120,догматично,догмат+ично
1121,догматичны,догмат+ичны
1122,договор,догов+ор
1123,договора,догов+ора
1124,дождинка,дожд+инка
1125,дождинки,дожд+инки
1126,дождливый,дождл+ивый
1127,дождлива,дождл+ива
1128,дождливо,дождл+иво
1129,дождливы,дождл+ивы
1130,дождя,дожд+я
1131,документ,докум+ент
1132,документа,докум+ента
1133,донести,донест+и
1134,докучать,докуч+ать
1135,докучавший,докуч+авший
1136,докучливый,док+учливый
1137,докучливы,док+учливы
1138,доллар,д+оллар
1139,доносчик,дон+осчик
1140,доносчика,дон+осчика
1141,допуск,д+опуск
1142,допуска,д+опуска
1143,дорогой,дорог+ой
1144,доска,доск+а
1145,достаточный,дост+аточный
1146,досчитают,досчит+ают
1147,досчитана,досч+итана
1148,досчитано,досч+итано
1149,досчитаны,досч+итаны
1150,доха,дох+а
1151,драгун,драг+ун
1152,драгуна,драг+уна
1153,дребезжавший,дребезж+авший
1154,древко,др+евко
1155,древка,др+евка
