,raw_text,with_accent
1019,конфиденциальный,конфиденци+альный
1020,конфорка,конф+орка
1021,концессия,конц+ессия
1022,конъюнктура,конъюнкт+ура
1023,копеечный,коп+еечный
1024,копировать,коп+ировать
1025,корвет,корв+ет
1026,кордебалет,кордебал+ет
1027,коридор,корид+ор
1028,корифей,кориф+ей
1029,корнет,корн+ет
1030,коростель,корост+ель
1031,корректив,коррект+ив
1032,корректный,корр+ектный
1033,корректор,корр+ектор
1034,коррекция,корр+екция
1035,корреспондент,корреспонд+ент
1036,коррида,корр+ида
1037,коррозия,корр+озия
1038,коррупция,корр+упция
1039,корсет,корс+ет
1040,кортеж,корт+еж
1041,корыстный,кор+ыстный
1042,корысть,кор+ысть
1043,корюшка,к+орюшка
1044,косеканс,кос+еканс
1045,коситься,кос+иться
1046,коснеть,косн+еть
1047,костюмировать,костюмиров+ать
1048,котильон,котиль+он
1049,котировать,кот+ировать
1050,коттедж,котт+едж
1051,кофе,к+офе
1052,кошель,кош+ель
1053,крайний,кр+айний
1054,красивый,крас+ивый
1055,красив,крас+ив
1056,красивее,крас+ивее
1057,кратер,кр+атер
1058,крашение,кр+ашение
1059,кредо,кр+едо
1060,крейсер,кр+ейсер
1061,крекер,кр+екер
1062,крем,крем
1063,крематорий,кремат+орий
1064,кремация,крем+ация
1065,кремень,крем+ень
1066,кремня,кр+емня
1067,кренить,крен+ить
1068,крениться,крен+иться
1069,крепдешин,крепдеш+ин
1070,крепить,креп+ить
1071,крепиться,креп+иться
1072,крестный,кр+естный
1073,крёстный,кр+ёстный
1074,кривить,крив+ить
1075,кривиться,крив+иться
1076,криптография,криптогр+афия
1077,кристалл,крист+алл
1078,кристаллизация,кристаллиз+ация
1079,кристаллография,кристаллогр+афия
1080,критерий,крит+ерий
1081,кровоточить,кровоточ+ить
1082,кровь,кровь
1083,кроить,кро+ить
1084,кроманьонец,кромань+онец
1085,кронштейн,кроншт+ейн
1086,крошить,крош+ить
1087,круглый,кр+углый
1088,круглы,кругл+ы
1089,кругом,кр+угом
1090,кругом,круг+ом
1091,жит,ж+ит
1092,жащий,ж+ащий
1093,крупный,кр+упный
1094,крупен,кр+упен
1095,крутой,крут+ой
1096,крута,крут+а
1097,крушить,круш+ить
1098,крючковой,крючков+ой
1099,кряж,кряж
1100,кряжи,кр+яжи
1101,кряжевой,кряжев+ой
1102,ксерокс,кс+ерокс
1103,кудри,к+удри
1104,кузен,куз+ен
1105,кунсткамера,кунстк+амера
1106,купе,куп+е
1107,купейный,куп+ейный
1108,кураре,кур+аре
1109,кухонный,к+ухонный
1110,кучерской,кучерск+ой
1111,кучный,к+учный
1112,лаборатория,лаборат+ория
1113,лаваш,лав+аш
1114,ладный,л+адный
1115,лазер,л+азер
1116,лазоревый,лаз+оревый
1117,ландвер,ландв+ер
1118,ландшафт,ландш+афт
1119,лапоть,л+апоть
1120,лапшевник,лапш+евник
